场站名称,省份,市区,区/县,详细地址,负责人,设备MAC地址,设备ICCID,设备场站序号,vpnIP,产品型号
云南红河蒙自雨过铺重卡充电站,云南省,红河哈尼族彝族自治州,蒙自市,云南省红河哈尼族彝族自治州蒙自市红河站,陆振生,86:8b:f1:cc:f2:b8," 898607B11924C0336662",2号桩,168.55.5.192,400kw
云南红河蒙自雨过铺重卡充电站,云南省,红河哈尼族彝族自治州,蒙自市,云南省红河哈尼族彝族自治州蒙自市红河站,陆振生,d6:10:7e:e0:fe:7f," 898607B11924C0338376",3号桩,168.55.2.104,400kw
余杭区良樾府快充站,浙江省,杭州市,余杭区,良樾府快充站,包拯,7a:48:aa:b6:19:fe," 898607B11924C0334956",1号桩,168.55.6.65,160kw/1-4
余杭区良樾府快充站,浙江省,杭州市,余杭区,良樾府快充站,包拯,92:74:a4:d6:b5:13," 898604251024C0012830",2号桩,168.55.6.67,160kw/1-4
富凯新能源福州路电站,江苏省,南通市,,南通市海门区福州路555号,张发强,16:14:d3:aa:f9:a5," 898607B11924C0334188",1号桩,168.55.0.227,160kw/1-4
厦门何厝安置房东区充电站,福建省,厦门市,思明区,半屏山路何厝小学北侧约80米,陈渊杰,da:58:19:35:d5:65," 898608331924D0857523",1号桩,168.55.0.74,160kw/1-4
汉川经开区涵闸村充电站,湖北省,孝感市,汉川市,涵闸村9组43号门,何东山,aa:67:9f:39:1f:ad," 89860440192390022644",1号桩,168.55.3.84,160kw/1-4
山东省青岛市城阳区大北曲前充电站,山东省,青岛市,城阳区,大北曲前充电站,王祥宇,da:7f:36:98:f8:a3," 898604F7192392295959",1号桩,168.55.5.245,160kw
山东省青岛市城阳区大北曲前充电站,山东省,青岛市,城阳区,大北曲前充电站,王祥宇,66:e6:2c:c7:d8:33," 898604F7192392295859",2号桩,168.55.0.50,160kw
山东省青岛市城阳区大北曲前充电站,山东省,青岛市,城阳区,大北曲前充电站,王祥宇,b2:20:c9:39:9b:95," 898604F7192392295957",3号桩,168.55.1.153,160kw
山东省青岛市城阳区大北曲前充电站,山东省,青岛市,城阳区,大北曲前充电站,王祥宇,c6:0a:73:73:d9:92," 898608331924D0854514",4号桩,168.55.0.79,160kw
山东省青岛市城阳区大北曲前充电站,山东省,青岛市,城阳区,大北曲前充电站,王祥宇,e6:56:0c:c0:00:b1," 898604F7192392295958",5号桩,168.55.1.136,160kw
山东省青岛市城阳区大北曲前充电站,山东省,青岛市,城阳区,大北曲前充电站,王祥宇,fa:db:73:d9:33:3a," 898604F7192392295857",6号桩,168.55.4.10,160kw
金沙高坪重卡充电站,贵州省,毕节市,金沙县,高坪镇前禧农家院西北50米,杜天天,6e:30:56:55:9c:19," 898608331924D0857468",2号桩,168.55.3.97,320kw
金沙高坪重卡充电站,贵州省,毕节市,金沙县,高坪镇前禧农家院西北50米,杜天天,6e:9d:58:08:e0:07," 898608331924D0857521",4号桩,168.55.4.242,320kw
金沙高坪重卡充电站,贵州省,毕节市,金沙县,高坪镇前禧农家院西北50米,杜天天,2e:52:c1:8a:52:8e," 898608331924D0857520",3号桩,168.55.4.31,320kw
金沙高坪重卡充电站,贵州省,毕节市,金沙县,高坪镇前禧农家院西北50米,杜天天,56:f1:52:b6:ca:00," 898608331924D0857467",6号桩,168.55.0.52,320kw
金沙高坪重卡充电站,贵州省,毕节市,金沙县,高坪镇前禧农家院西北50米,杜天天,7e:96:68:6a:92:38," 898608331924D0857466",5号桩,168.55.3.56,320kw
金沙高坪重卡充电站,贵州省,毕节市,金沙县,高坪镇前禧农家院西北50米,杜天天,b6:86:43:78:72:1c," 898608331924D0857474",7号桩,168.55.0.40,320kw
金沙高坪重卡充电站,贵州省,毕节市,金沙县,高坪镇前禧农家院西北50米,杜天天,ca:1e:27:7f:00:f0," 898608331924D0857470",1号桩,168.55.1.118,320kw
金沙高坪重卡充电站,贵州省,毕节市,金沙县,高坪镇前禧农家院西北50米,杜天天,32:42:e3:6c:b3:f1," 898604F7192392293788",8号桩,168.55.4.16,320kw
昭阳区燊阳快速充电站,云南省,昭通市,昭阳区,阳区苏家院镇顺山村唐家沟,尹文泽,8e:fa:c0:34:01:5c," 898608331924D0854351",2号桩,168.55.5.11,160kw/1-4
昭阳区燊阳快速充电站,云南省,昭通市,昭阳区,阳区苏家院镇顺山村唐家沟,尹文泽,52:9b:61:f9:2a:cc," 898608331924D0854328",1号桩,168.55.5.26,160kw/1-4
甲天下广场公牛充电站,广西壮族自治区,桂林市,七星区,广西壮族自治区桂林市七星区漓江路28号,蓝汝唯,46:cd:ff:ff:76:b0," 89860440192390023321",1号桩,168.55.1.8,160kw/1-4
尊元智宏富平兴武充电站,陕西省,渭南市,富平县,陕西省渭南市富平县210国道兴武服务区,赵友鑫,f2:36:35:af:b3:19," 898604F7192392295783",3号桩,168.55.0.206,400kw
尊元智宏富平兴武充电站,陕西省,渭南市,富平县,陕西省渭南市富平县210国道兴武服务区,赵友鑫,4a:55:57:9b:a6:4c," 898607B11924C0338281",4号桩,168.55.2.110,400kw
尊元智宏富平兴武充电站,陕西省,渭南市,富平县,陕西省渭南市富平县210国道兴武服务区,赵友鑫,12:fb:e3:36:19:0e," 898607B11924C0338277",5号桩,168.55.3.169,400kw
尊元智宏富平兴武充电站,陕西省,渭南市,富平县,陕西省渭南市富平县210国道兴武服务区,赵友鑫,f6:69:2a:b8:e0:aa," 898607B11924C0338278",6号桩,168.55.3.147,400kw
尊元智宏富平兴武充电站,陕西省,渭南市,富平县,陕西省渭南市富平县210国道兴武服务区,赵友鑫,5e:86:a8:51:f1:5f," 898607B11924C0338325",7号桩,168.55.5.61,400kw
尊元智宏富平兴武充电站,陕西省,渭南市,富平县,陕西省渭南市富平县210国道兴武服务区,赵友鑫,4a:d5:32:3e:bd:af," 898607B11924C0338282",8号桩,168.55.1.205,400kw
尊元智宏富平兴武充电站,陕西省,渭南市,富平县,陕西省渭南市富平县210国道兴武服务区,赵友鑫,26:3c:ac:61:37:63," 898607B11924C0338279",9号桩,168.55.4.123,400kw
尊元智宏富平兴武充电站,陕西省,渭南市,富平县,陕西省渭南市富平县210国道兴武服务区,赵友鑫,c6:3f:83:82:99:9d," 898607B11924C0338276",10号桩,168.55.0.213,400kw
团结汽配城充电站,黑龙江省,大庆市,萨尔图区,团结汽配城,赵世震,ce:4d:13:48:ff:e3," 898608331924D0855047",1号桩,168.55.0.36,160kw/1-4
欣光新市白彪综合市场快充站,浙江省,湖州市,德清县,白彪综合市场(士锦线),谢小刚,0a:8b:dc:3f:de:00," 898607B11924C0338093",1号桩,168.55.0.182,160kw/1-4
公牛充电站(土桥站),山东省,德州市,陵城区,中国邮政(土桥邮电支局),王祥宇,2e:77:96:b7:7e:f2," 898604F7192392293347",1号桩,168.55.3.129,160kw/1-4
山西太原7号院快充站,山西省,太原市,小店区,北营街道枣园路与南坪头街交叉口北100米路西,王文忠,1a:91:67:98:59:c3,,1号桩,168.55.5.97,160kw/1-4
柏曼酒店济南省立医院大观园店充电站,山东省,济南市,市中区,经五路160号柏曼酒店停车场,曹灿,1e:44:58:58:50:a6," 898607B11924C0334154",1号桩,168.55.1.11,160kw/1-4
宿迁市万晟机制砂有限公司,江苏省,宿迁市,宿城区,樊湾工业路与永顺路交叉口正南方向114米左右,刘召美,26:f0:fd:f9:c7:c9,,1号桩,168.55.1.244,320kw
亘丰能源-白山沟村充电站,四川省,南充市,高坪区,亘丰能源-白山沟村充电站,罗元霖,46:d6:18:33:bc:f8," 898608331924D0856634",1号桩,168.55.2.43,160kw/1-4
河北石家庄正定贤安快充站,河北省,石家庄市,正定县,河北石家庄正定贤安快充站,张立波,ce:13:33:cc:b5:55," 898607B11924C0334080",1号桩,168.55.5.90,160kw/1-4
特来电汽车充电站(大足区通桥街道超级充电站),重庆市,市辖区,大足区,通桥街道带皮碗碗羊肉汤锅双桥经济技术开发区,潘琪,be:86:68:03:80:e6," 898608411924D1249413",2号桩,168.55.6.0,160kw/1-4
特来电汽车充电站(大足区通桥街道超级充电站),重庆市,市辖区,大足区,通桥街道带皮碗碗羊肉汤锅双桥经济技术开发区,潘琪,52:ec:13:80:00:3e," 898608331924D0854980",3号桩,168.55.6.12,160kw/1-4
特来电汽车充电站(大足区通桥街道超级充电站),重庆市,市辖区,大足区,通桥街道带皮碗碗羊肉汤锅双桥经济技术开发区,潘琪,5e:b5:30:c6:cc:98," 898604F7192392295944",1号桩,168.55.0.124,320kw
山西忻州代县尚品快捷酒店充电站,山西省,忻州市,代县,文庙街2号,王文忠,b6:96:0f:33:ff:e3," 89860440192390023603",1号桩,168.55.2.179,160kw/1-4
隆安县新华街充电站,广西壮族自治区,南宁市,隆安县,南宁市隆安县新华街江滨景苑,蓝汝唯,7e:6b:01:35:ad:f8," 898604F7192392297270",0号桩,168.55.4.9,160kw/1-4
河北省邢台市南和区立超充电站,河北省,邢台市,南和区,民生医药(宋璟大街店),张立波,fe:b8:35:55:55:2b," 898608331924D0854102",1号桩,168.55.5.230,160kw/1-4
大新雷平镇领充充电站,广西壮族自治区,崇左市,大新县,雷平镇359国道,蓝汝唯,2a:7b:ea:fc:c1:82," 898608331924D0856153",1号桩,168.55.4.39,160kw/1-4
太和县苗老集海飞公牛充电站,安徽省,阜阳市,太和县,苗老集镇329国道,周超,fa:fa:6c:16:d5:1a," 898608331924D0856169",1号桩,168.55.0.8,160kw/1-4
西能超充站,广东省,汕头市,金平区,光华街道新天家园中区（东北门）,朱坤涛,16:18:49:a9:4e:2b," 898608331924D0858309",1号桩,168.55.0.126,400kw
云居奥斯腾充电站,云南省,昆明市,呈贡区,云南一号仓物流奥斯腾公司,谢小刚,96:d1:4b:4f:9a:25," 898608331924D0856129",1号桩,168.55.1.70,160kw/1-4
绿途充电站,辽宁省,本溪市,平山区,本溪碱厂,赵世震,92:7f:0a:f1:b6:d5," 898607B11924C0338223",1号桩,168.55.6.22,160kw/1-4
云居白沙村村委快充站,浙江省,杭州市,临安区,太湖源镇白沙村村委,包拯,86:97:77:ab:b8:f1," 898607B11924C0334184",1号桩,168.55.0.38,160kw/1-4
河南省开封市祥符区张马庄速电充电站,河南省,开封市,祥符区,张马庄村委会,姬铭阳,de:2f:30:3c:18:fc," 898608331924D0854953",1号桩,168.55.0.25,160kw/1-4
星磊浙江宁波奉化保亿风景里一期充电站-A,浙江省,宁波市,奉化区,江口街道汇诚路,向晓东,c6:12:73:03:cc:94,,0号桩,168.55.5.198,120kw
火星村领充超充站 ,广西壮族自治区,北海市,合浦县,"""广西北海市合浦县常乐镇209国道  """,蓝汝唯,82:e7:d4:5c:64:6a," 898608331924D0855045",1号桩,168.55.0.83,160kw/1-4
公牛充电桩东高头站,河北省,沧州市,黄骅市,黄骅市东高头村,张立波,aa:19:91:ff:81:e3," 898604F7192392293400",1号桩,168.55.1.151,160kw/1-4
张家村琪琪商店充电站,陕西省,西安市,高陵区,鹿苑街道西韩大道,杜祥,02:9e:33:f0:8c:8f," 898608331924D0854395",1号桩,168.55.5.6,120kw
公牛充电桩羊三木站,河北省,沧州市,黄骅市,羊三木二村,刘俊伟,c2:f3:4f:c3:8c:fb," 898604F7192392295950",1号桩,168.55.4.232,160kw/1-4
花都新丽二期充电站,广东省,广州市,黄埔区,广东省广州市花都区炭步镇石湖山村路新丽(广东)新能源汽车部件有限公司1,潘源森,96:10:93:66:1b:3c," 898608331924D0854908",1号桩,168.55.0.178,160kw/1-4
常宁市龙门混凝土搅拌有限公司充电站,湖南省,衡阳市,常宁市,荫田镇,成志宏,2a:43:98:32:0f:52," 898607B11924C0333594",1号桩,168.55.4.58,320kw
张家港市金田大厦充电站,江苏省,苏州市,张家港市,张家港市金田大厦B座,赖钟城,6a:a9:c9:4e:ac:da," 898608331924D0855046",1号桩,168.55.1.43,160kw/1-4
张家港美拉德酒店充电站,江苏省,苏州市,张家港市,锦丰镇合兴路39号,赖钟城,26:0c:5d:9d:0e:80," 898604F7192392295913",1号桩,168.55.0.137,160kw/1-4
无锡市惠山区洛社镇彭村,江苏省,无锡市,惠山区,江苏省无锡市惠山区洛社镇彭村;312国道与华戴线路口西北149米,殷昊,3a:f9:01:54:55:55," 898608331924D0854383",2号桩,168.55.4.193,160kw/1-4
无锡市惠山区洛社镇彭村,江苏省,无锡市,惠山区,江苏省无锡市惠山区洛社镇彭村;312国道与华戴线路口西北149米,殷昊,b2:d8:66:66:0c:aa," 898608331924D0854053",1号桩,168.55.1.41,160kw/1-4
欣光新市句城村快充站,浙江省,湖州市,德清县,句城村村民委员会(新千路西),谢小刚,7a:aa:9b:ec:b3:33," 898604F7192392293354",1号桩,168.55.1.182,160kw/1-4
河南省信阳市淮滨县时美物流园充电站,河南省,信阳市,淮滨县,时美物流园,姬铭阳,ae:06:89:80:ad:55," 898608331924D0854397",1号桩,168.55.2.63,160kw/1-4
河南驻马店阳丰充电站  ,河南省,驻马店市,西平县,河南驻马店阳丰充电站,姬铭阳,e6:e2:5b:ab:1e:73," 898608331924D0855011",1号桩,168.55.0.177,160kw/1-4
临工舒兰市开原镇矿场充电站,吉林省,吉林市,舒兰市,开原镇模范村,赵世震,ba:c1:fe:38:e3:08," 898608331924D0854195",2号桩,168.55.2.178,320kw
汉中佛坪抽蓄重卡充电站,陕西省,汉中市,佛坪县,陕西省汉中市佛坪县,李一睿,9e:be:29:79:57:67," 898607B11924C0334484",1号桩,168.55.6.130,320kw
汉中佛坪抽蓄重卡充电站,陕西省,汉中市,佛坪县,陕西省汉中市佛坪县,李一睿,9a:cf:ff:96:cc:f3," 898607B11924C0334498",2号桩,168.55.4.147,320kw
汉中佛坪抽蓄重卡充电站,陕西省,汉中市,佛坪县,陕西省汉中市佛坪县,李一睿,f6:68:ce:ff:f8:40," 898607B11924C0334485",3号桩,168.55.6.131,320kw
东投新能源充电站,四川省,乐山市,市中区,东投新能源充电站,杨明,9a:70:ca:b3:1f:da," 898607B11924C0336677",1号桩,168.55.5.118,400kw
东投新能源充电站,四川省,乐山市,市中区,东投新能源充电站,杨明,62:16:c3:7f:98:7f," 898607B11924C0336678",2号桩,168.55.4.182,400kw
东投新能源充电站,四川省,乐山市,市中区,东投新能源充电站,杨明,fe:fb:10:f8:86:fe," 898607B11924C0336699",6号桩,168.55.3.253,400kw
东投新能源充电站,四川省,乐山市,市中区,东投新能源充电站,杨明,fe:12:3f:fd:ff:b1," 898607B11924C0336676",5号桩,168.55.6.44,400kw
东投新能源充电站,四川省,乐山市,市中区,东投新能源充电站,杨明,72:66:be:06:37:7b," 898607B11924C0336681",4号桩,168.55.6.42,400kw
东投新能源充电站,四川省,乐山市,市中区,东投新能源充电站,杨明,02:cd:f9:ff:fe:95," 898607B11924C0336679",3号桩,168.55.0.2,400kw
乐怡充电站（河岙村检测站门口）,浙江省,台州市,黄岩区,河岙村检查站门口,谢小刚,ca:27:91:9a:60:6c," 898607B11924C0334910",0号桩,168.55.6.36,160kw/1-4
晋新能源红果子充换电站,宁夏回族自治区,石嘴山市,惠农区,红果子镇万通汽车维修服务中心院内,陈为,0e:d6:8a:7f:e6:00," 898604F7192392293694",1号桩,168.55.0.150,400kw
晋新能源红果子充换电站,宁夏回族自治区,石嘴山市,惠农区,红果子镇万通汽车维修服务中心院内,陈为,3a:7b:1e:7e:0e:00," 898604F7192392293690",2号桩,168.55.2.25,400kw
晋新能源红果子充换电站,宁夏回族自治区,石嘴山市,惠农区,红果子镇万通汽车维修服务中心院内,陈为,5a:30:64:a4:03:0b," 898608411924D1249427",3号桩,168.55.1.126,400kw
晋新能源红果子充换电站,宁夏回族自治区,石嘴山市,惠农区,红果子镇万通汽车维修服务中心院内,陈为,36:f5:d9:aa:29:d3," 89860440192390022632",4号桩,168.55.1.202,400kw
晋新能源红果子充换电站,宁夏回族自治区,石嘴山市,惠农区,红果子镇万通汽车维修服务中心院内,陈为,9a:95:6a:1a:f8:b0," 89860440192390022631",5号桩,168.55.4.206,400kw
晋新能源红果子充换电站,宁夏回族自治区,石嘴山市,惠农区,红果子镇万通汽车维修服务中心院内,陈为,ca:97:e6:00:3e:0e," 898604F7192392293711",6号桩,168.55.6.38,400kw
桃源停车场充电站,江西省,赣州市,赣县区,桃源停车场,刘浩,66:46:55:fe:67:66," 898608331924D0855119",1号桩,168.55.0.233,160kw/1-4
梳香园度假酒店充电站,安徽省,宣城市,泾县,榔桥镇西阳村梳香园度假酒店,周超,da:00:01:bc:e7:48," 898607B11924C0338122",1号桩,168.55.1.251,120kw
新疆鑫圣重卡充电站（红二电站）,新疆维吾尔自治区,乌鲁木齐市,天山区,乌鲁木齐市天山区红雁路264号,赵民章,5e:18:18:f9:1d:ef," 898604F7192392298033",2号桩,168.55.4.134,320kw
新疆鑫圣重卡充电站（红二电站）,新疆维吾尔自治区,乌鲁木齐市,天山区,乌鲁木齐市天山区红雁路264号,赵民章,ea:36:19:07:ab:5b," 898604F7192392298028",3号桩,168.55.4.30,320kw
新疆鑫圣重卡充电站（红二电站）,新疆维吾尔自治区,乌鲁木齐市,天山区,乌鲁木齐市天山区红雁路264号,赵民章,1e:c7:da:d4:ca:24," 898604F7192392298024",4号桩,168.55.5.51,320kw
新疆鑫圣重卡充电站（红二电站）,新疆维吾尔自治区,乌鲁木齐市,天山区,乌鲁木齐市天山区红雁路264号,赵民章,52:d8:a5:07:ab:6f," 898604F7192392298032",1号桩,168.55.2.226,320kw
河南省南阳市公牛信臣路方程豹充电站,河南省,南阳市,,信臣路方程豹充电站,姬铭阳,26:ee:78:5d:3f:07," 898608331924D0858311",1号桩,168.55.1.178,160kw/1-4
天水常清充电站,甘肃省,天水市,麦积区,石佛镇杨庄四方民宿停车场,陈为,de:22:55:4c:55:49," 898608331924D0854434",2号桩,168.55.2.190,160kw/1-4
公牛河南省周口市沈丘邢庄高速口公牛快充站,河南省,周口市,沈丘县,河南省周口市沈丘邢庄高速口公牛快充站,姬铭阳,16:3d:87:af:b3:de," 898607B11924C0335525",1号桩,168.55.4.92,160kw/1-4
欣光新市水北村公共停车场充电站,浙江省,湖州市,德清县,新市镇王家墩,谢小刚,66:85:8f:60:ff:d0," 898604F7192392295858",1号桩,168.55.1.96,160kw/1-4
鄠邑区五竹街道侯家庙百惠超市充电站,陕西省,西安市,鄠邑区,五竹街道南新街（一）科创京西药业园,李一睿,0e:00:64:fc:22:24," 898608331924D0854078",1号桩,168.55.5.225,120kw
蓝天县三里镇席家河充电站,陕西省,西安市,蓝田县,三里镇席家河公交站西北,赵友鑫,86:94:31:31:f8:73," 898608331924D0853974",1号桩,168.55.6.8,120kw
浮梁大洲酒店站点公牛充电站,江西省,景德镇市,浮梁县,朝阳大道 136号,王渊,42:78:83:33:0e:0e," 898608331924D0854534",1号桩,168.55.2.133,160kw/1-4
东胜区闪之电新能源充电站,内蒙古自治区,鄂尔多斯市,东胜区,富兴街道纺织东街湿地公园口,薛翔宇,86:99:f8:1c:6c:1f," 89860440192390022635",1号桩,168.55.1.135,160kw/1-4
吕家口充电站,湖北省,黄石市,大冶市,汪仁镇四连山村吕家口,何东山,fa:48:2a:e5:2a:52," 898608331924D0853951",1号桩,168.55.6.39,160kw/1-4
太能生物充电站,江苏省,苏州市,太仓市,苏州太仓太能生物有限公司,赖钟城,2e:81:07:a9:0c:60," 898604F7192392293789",2号桩,168.55.1.87,400kw
彭水星途宾馆充电站,重庆市,县,彭水苗族土家族自治县,一组星途宾馆旁,潘琪,8a:89:0f:8c:00:e1," 89860440192390023470",1号桩,168.55.4.77,160kw/1-4
高陵区张卜街道东关村关中水盆羊肉充电站,陕西省,西安市,高陵区,张卜街道东关村关中水盆羊肉充电站,刘文坤,42:a8:cd:a9:e3:3a," 898608331924D0857498",1号桩,168.55.5.33,120kw
